#Generation 1: X
3.710129809522740851e-01 1.505546609273645253e-01 7.014587795450397678e-01 4.820546927679535409e-01 9.169551198594818597e-01 9.295415273336480322e-01 6.155578388522521260e-01 1.178269025810118470e-02 8.806071535178644494e-01 6.670906629873634142e-01 5.869618657368963488e-01 5.445114567408353423e-01 3.950994369045916499e-01 3.216207045561151889e-01 3.708144083991201101e-01 4.272954511739607275e-01 5.550733912079151011e-01 3.233692619419833436e-01 8.498641356121532375e-01 2.499465502108771386e-01 8.374674686079601749e-01 2.768739166218216544e-02 5.565784413832408628e-01 1.859103627294927952e-01 1.808005578827471538e-01 6.886782893699039398e-01 6.774429307174575365e-01 7.469248589909947000e-01 9.691213921088909222e-02 1.381849547590718319e-01
2.526861265855540051e-01 8.298783440462677019e-01 7.639163390434982048e-01 3.590826480307739432e-01 4.852860333001621784e-01 1.447286185560302252e-01 5.180194246605731578e-01 4.694819966887409657e-01 7.735555549799189023e-01 8.386955224244709850e-01 8.775944286977402919e-01 7.295396341879839541e-01 3.486203380675030883e-01 8.122905769393660158e-01 4.859839059654973425e-01 8.697780947563800158e-01 7.317282262237256862e-02 4.545201796275382677e-01 5.283659601971835151e-01 2.708550331056922434e-03 4.806315028349768537e-01 6.806847568579762475e-01 5.887011854320907123e-01 9.025331294955328820e-01 8.032969120665722773e-01 7.054801062867689376e-01 1.995837672734624823e-03 4.078561169076695414e-01 9.352083478688146823e-01 5.586843857828354132e-01
9.911437254282338960e-02 1.757054364741792440e-01 3.782749684503924903e-01 1.739925129378226965e-01 9.205629403255997101e-01 6.673087285665583179e-01 8.253460922437625413e-01 9.221843022170940485e-02 8.022741017325671908e-01 6.370947978307505144e-01 4.473847171343136447e-02 2.463722940294830743e-01 6.596933819870541560e-02 5.773045878152532895e-01 9.875398184568738857e-01 6.619573096565168902e-01 2.260697390165253839e-01 6.654982536226482503e-01 8.321139592871495960e-01 1.160732494625958677e-01 5.507490382078349400e-01 4.403551148191986453e-01 7.467115760624252196e-01 9.389724094688880474e-01 9.811507365925062896e-01 7.405678594679362403e-01 9.444941855104983519e-01 8.850018085076409857e-01 5.839439284591763091e-01 8.040592254515857018e-01
2.242863956470617787e-02 7.932123840521195790e-01 8.607755194580960501e-01 6.985722264343174892e-01 1.848701939144557493e-01 2.531885099564172847e-01 9.674926810014879142e-02 8.077613326321895215e-01 6.978419006950047354e-01 8.633646579781956154e-01 6.164529514498692242e-01 8.397700830855896470e-01 6.229958113010373166e-01 6.324519396198999277e-02 3.092964275052814682e-01 9.961581449775890329e-01 7.166017590792934655e-01 3.803935975406467357e-02 9.449142658251805660e-01 4.976068388069517789e-01 7.660970513176862395e-01 1.055858011128029128e-01 4.511390520502568946e-01 4.399331414791410322e-02 1.714488039971090449e-02 4.814599807470533732e-01 5.527645072570744889e-01 6.292205922921825234e-01 1.221408949781023212e-01 9.142471327498870037e-01
6.887599149607348537e-01 7.643683296744120392e-01 3.196857190794436532e-01 9.649921393250048274e-01 5.131060998213881064e-01 4.362408552023231412e-01 8.105480166108722795e-01 5.423136232032584880e-01 1.549417289022021922e-02 7.480073898559811418e-01 5.103651599920942111e-02 4.997929890853510804e-01 8.607144225219284239e-01 3.684652368546487144e-01 5.596390855167822087e-01 7.816369616291923839e-01 2.472734077949268194e-01 2.779997576539895709e-02 6.809592594235754914e-01 9.462049233688631933e-01 7.354957045836093554e-01 4.837833157077346402e-01 9.350771202543574079e-01 4.205317777533164603e-01 4.782528513007979765e-01 8.482889517084527542e-01 2.373253151757733978e-02 8.645261908628366632e-01 8.885885095829146874e-01 7.101827098455436582e-01
6.528862361267947501e-01 3.576812528702276728e-01 2.470709709909785223e-01 2.395611023213341517e-01 1.226717032401440088e-01 8.188127325725655381e-02 8.789951837597148598e-01 2.239175614105683720e-01 2.969104394410272962e-01 2.546057965655192934e-01 1.533118359954130927e-01 2.979102144414992881e-01 8.067152304644571448e-01 7.523115563432435371e-01 5.010461176119207494e-01 4.852275417715767314e-01 4.136512399013039243e-01 6.403616586661349253e-01 7.565088523318584945e-01 4.117060195741348849e-01 4.247536486315740822e-02 2.526912784576280102e-01 7.757951755289592688e-01 7.451895533549947048e-01 8.937604262369939212e-01 1.572812858190419938e-01 1.064669595519393691e-01 4.805873451299071952e-01 1.349685669511332398e-01 1.688278226903214829e-01
1.883398705705976450e-01 8.154634199119585869e-01 9.538041167904587510e-04 9.484464870015030247e-01 3.821084381400673413e-01 3.598216857369749833e-01 7.682309297122106306e-01 8.610457472097826637e-01 8.228642759571462850e-01 5.108708588677233209e-01 8.875409061693756430e-01 3.271709208690065651e-01 6.355047137394872481e-01 8.669523688834579467e-01 4.693147147291478194e-01 8.483872335569775380e-01 8.060653981707792404e-02 4.723582707152911286e-01 8.247400317581790041e-01 6.918343111663760592e-01 4.188497948633180257e-01 6.978093243424549064e-01 3.010877794962147358e-01 3.685133710275439456e-01 9.659076935558621457e-01 5.784618781174611923e-01 7.206112518053098270e-01 4.579029295233565944e-01 9.761769867276544055e-01 9.579722458634728488e-01
1.401499288513264885e-01 2.039569245549266718e-01 4.798221046911422261e-01 7.862185652773000522e-01 2.045621335844778343e-01 4.608361695158345595e-01 9.050538865556632118e-01 4.341604487153857272e-01 2.486221381741437475e-01 2.616629396472542474e-02 3.212353099175164206e-01 9.104313912718999813e-01 1.326249214617314653e-01 9.072652539623020651e-01 1.251927668618407763e-01 8.966335601862265303e-01 6.950650603326795629e-01 8.317488578326400761e-01 9.749387556362336671e-01 9.048409170302029736e-01 5.233969515432869146e-01 2.628638773750734958e-01 4.327592961779719999e-02 3.784590536487329737e-02 9.105196454781409876e-02 2.220836720150693722e-01 3.598105301266255607e-01 9.074473003663253712e-01 3.021682221091743781e-01 6.079569069350119204e-01
5.531778722493576606e-01 5.596963783215344046e-01 4.457905254451399735e-01 4.083666127508961963e-01 5.814106402240126759e-01 3.110584986368098992e-01 9.248276372440181747e-01 4.020987971133751504e-01 8.300344648048154639e-01 9.535912858571780060e-01 5.509933781866159785e-01 8.176498879401612463e-01 5.305504856056509899e-01 2.097384787211590829e-01 2.073410230371139640e-01 4.750982074763803742e-01 6.114667936364822642e-01 6.032574848867633399e-01 2.255586452763141125e-01 6.010201867042261892e-01 6.688110938499357561e-01 4.556854742317885121e-01 1.266246706201399619e-01 5.436618033773993330e-01 1.788584995223270746e-01 3.465536105082300256e-01 4.981213725596794206e-01 2.013684032278680591e-01 1.452665021575710591e-01 5.035041309817719912e-02
3.041699496872050101e-01 1.629908134531303787e-01 8.125673904119126156e-01 5.732653609738558309e-01 3.573184716107526970e-01 7.508876503560495408e-01 4.770807381889742294e-01 1.776837234997095949e-01 2.501075443786171526e-01 4.812050534106025040e-02 1.124666916393325944e-01 6.771872283378266126e-04 9.389555124758303117e-01 4.567631402757511144e-02 5.720376616747956389e-01 1.337350094055277383e-01 4.834931728265355888e-01 2.728785399845663484e-01 9.980935697363267634e-02 3.006921415360285232e-01 3.576539776809305182e-02 2.187028185964744187e-01 2.082056679391532661e-01 4.890676331468906124e-01 6.366805761076107517e-01 7.766309493506062811e-01 7.418156624102940633e-01 9.993046811900498927e-01 5.512441292917946711e-02 3.448862859584134188e-01
